,PERSON_ID,PLAYER_NAME,SALARY
167,1630224,Jalen Green,8992200
168,1629750,Javonte Green,1669178
169,201145,Jeff Green,4500000
170,1630182,Josh Green,2957520
171,201933,Blake Griffin,32405817
172,1629656,Quentin Grimes,2168760
173,1629060,Rui Hachimura,4916160
174,1630169,Tyrese Haliburton,4023600
175,1630181,R.J. Hampton,2303040
176,203501,Tim Hardaway,21306816
177,201935,James Harden,43848000
178,203090,Maurice Harkless,4347600
179,1629607,Jared Harper,
180,1626149,Montrezl Harrell,9720900
181,203914,Gary Harris,20482143
182,203925,Joe Harris,17357143
183,202699,Tobias Harris,36000000
184,1628404,Josh Hart,12000000
185,1628392,Isaiah Hartenstein,3430810
186,2617,Udonis Haslem,2641691
187,1630573,Sam Hauser,313737
188,1629637,Jaxson Hayes,5348280
189,1630165,Killian Hayes,5572680
190,202330,Gordon Hayward,29900000
191,1627823,Juancho Hernangomez,6175440
192,1626195,Willy Hernangomez,2327220
193,1629639,Tyler Herro,4004280
194,1627741,Buddy Hield,22477273
195,1629312,Haywood Highsmith,85578
196,201588,George Hill,4000000
197,1630792,Malcolm Hill,
198,1630207,Nate Hinton,
199,1628988,Aaron Holiday,3980551
200,201950,Jrue Holiday,30133333
201,203200,Justin Holiday,6006420
202,1626158,Richaun Holmes,10384500
203,203918,Rodney Hood,2239544
204,201143,Al Horford,27000000
205,1629659,Talen Horton-Tucker,9500000
206,1627863,Danuel House,2045094
207,2730,Dwight Howard,2641691
208,1630210,Markus Howard,
209,1628989,Kevin Huerter,4253357
210,1630190,Elijah Hughes,1517981
211,1630624,Feron Hunt,
212,1629631,De'Andre Hunter,7775400
213,1630538,Bones Hyland,2096880
214,201586,Serge Ibaka,9742000
215,2738,Andre Iguodala,2641691
216,204060,Joe Ingles,14000000
217,1627742,Brandon Ingram,29467800
218,202681,Kyrie Irving,34916200
219,1628371,Jonathan Isaac,17400000
220,1628402,Frank Jackson,3000000
221,1630543,Isaiah Jackson,2451120
222,1628367,Josh Jackson,5005350
223,202704,Reggie Jackson,10384500
224,1628991,Jaren Jackson,9180560
225,2544,LeBron James,41180544
226,1629660,Ty Jerome,2412840
227,1630198,Isaiah Joe,1517981
228,1629661,Cameron Johnson,4437000
229,1630525,David Johnson,
230,1630552,Jalen Johnson,2659560
231,1629640,Keldon Johnson,2145720
232,1630553,Keon Johnson,2553120
233,1626169,Stanley Johnson,888616
234,203999,Nikola Jokic,30510423
235,1627745,Damian Jones,1977011
236,1630529,Herbert Jones,1700000
237,1630539,Kai Jones,2770560
238,1630222,Mason Jones,
239,1630200,Tre Jones,1517981
240,1626145,Tyus Jones,7522200
241,1627884,Derrick Jones,9720900
242,201599,DeAndre Jordan,10517224
243,202709,Cory Joseph,7310000
244,1628379,Luke Kennard,12727273
245,1630296,Braxton Key,
246,1630557,Corey Kispert,3383640
247,1628467,Maxi Kleber,8750000
248,1630233,Nathan Knight,
249,1628995,Kevin Knox,5845978
250,1629723,John Konchar,2197674
251,1627788,Furkan Korkmaz,4629630
252,1628436,Luke Kornet,606702
253,1630249,Vit Krejci,925258
254,1629083,Arnoldas Kulboka,
255,1630228,Jonathan Kuminga,5466360
256,1628398,Kyle Kuzma,13000000
257,203897,Zach LaVine,19500000
258,1630237,Anthony Lamb,
259,203087,Jeremy Lamb,10500000
260,1629111,Jock Landale,925258
261,1629641,Romeo Langford,3804360
262,1627774,Jake Layman,3940184
263,1627747,Caris LeVert,17500000
264,1627814,Damion Lee,1910860
265,1630240,Saben Lee,1489065
266,203458,Alex Len,3731707
267,202695,Kawhi Leonard,39344900
268,1630575,Scottie Lewis,
269,1630184,Kira Lewis,3822240
270,203081,Damian Lillard,39344900
271,1629642,Nassir Little,2316240
272,1630587,Isaiah Livers,1057260
273,1626172,Kevon Looney,5178572
274,201572,Brook Lopez,13302325
275,201577,Robin Lopez,5000000
276,1629712,Didi Louzada,1786878
277,201567,Kevin Love,31300000
278,200768,Kyle Lowry,26984128
279,1630994,Gabriel Lundberg,
280,1627789,Timothe Luwawu-Cabarrot,1939350
281,1626168,Trey Lyles,2500000
282,1630177,Theo Maledon,2000000
283,1630572,Sandro Mamukelashvili,
284,1629611,Terance Mann,1782621
285,1630544,Tre Mann,2901240
286,1626246,Boban Marjanovic,3500000
287,1628374,Lauri Markkanen,15690909
288,1630230,Naji Marshall,1517981
289,1628997,Caleb Martin,527614
290,1628998,Cody Martin,1782621
291,1630231,Kenyon Martin,1517981
292,1629726,Garrison Mathews,1093598
293,202083,Wesley Matthews,1958501
294,1630178,Tyrese Maxey,2602920
295,1630219,Skylar Mays,
296,1630540,Miles McBride,925258
297,1630644,Mac McClung,
298,203468,CJ McCollum,30864198
299,204456,T.J. McConnell,7500000
300,1630183,Jaden McDaniels,2063280
301,1629667,Jalen McDaniels,1782621
302,203926,Doug McDermott,13750000
303,201580,JaVale McGee,5000000
304,203585,Rodney McGruder,1939350
305,1629162,Jordan McLaughlin,1669178
306,203463,Ben McLemore,2389641
307,1629001,De'Anthony Melton,8437500
308,1629002,Chimezie Metu,1762796
309,203114,Khris Middleton,35500000
310,201988,Patty Mills,5890000
311,200794,Paul Millsap,2641691
312,1629003,Shake Milton,1846738
313,1630558,Davion Mitchell,4603320
314,1628378,Donovan Mitchell,28103550
315,1630596,Evan Mobley,8075160
316,1628370,Malik Monk,1789256
317,202328,Greg Monroe,
318,1630541,Moses Moody,3562080
319,1629875,Xavier Moon,
320,1629630,Ja Morant,9603360
321,1629752,Juwan Morgan,
322,202693,Markieff Morris,2641691
323,1628420,Monte Morris,8333333
324,202694,Marcus Morris,15627907
325,1628539,Mychal Mulder,
326,1630530,Trey Murphy,3053760
327,1627749,Dejounte Murray,15428571
328,1627750,Jamal Murray,31590000
329,203488,Mike Muscala,3500000
330,1629004,Svi Mykhailiuk,1729217
331,1626204,Larry Nance,10690909
332,1630612,RJ Nembhard,
333,1630174,Aaron Nesmith,3631200
334,203526,Raul Neto,2089448
335,1627777,Georges Niang,3300000
336,1630227,Daishen Nix,292466
337,1630192,Zeke Nnaji,2498760
338,203457,Nerlens Noel,8800000
339,1629669,Jaylen Nowell,1782621
340,1628373,Frank Ntilikina,1789256
341,1629134,Kendrick Nunn,5000000
342,203994,Jusuf Nurkic,12000000
343,1628021,David Nwaba,4650000
344,1629670,Jordan Nwora,1517981
345,1626220,Royce O'Neale,8678571
346,1629643,Chuma Okeke,3277080
347,1629006,Josh Okogie,4087904
348,1630168,Onyeka Okongwu,6104280
349,1630171,Isaac Okoro,6720720
350,203506,Victor Oladipo,2389641
351,203482,Kelly Olynyk,12195122
352,1626224,Cedi Osman,8050000
353,1626162,Kelly Oubre,12000000
354,1629672,Eric Paschall,1782621
355,101108,Chris Paul,30800000
356,1626166,Cameron Payne,6500000
357,203901,Elfrid Payton,2239544
358,1627780,Gary Payton,1939350
359,1630691,Jamorko Pickett,
360,1629033,Theo Pinson,
361,203486,Mason Plumlee,8137500
362,1627751,Jakob Poeltl,8750000
363,1630197,Aleksej Pokusevski,3113160
364,1630582,Yves Pons,
365,1629673,Jordan Poole,2161440
366,1629645,Kevin Porter,2130240
367,1629008,Michael Porter,5258735
368,203490,Otto Porter,2389641
369,1626171,Bobby Portis,4347600
370,204001,Kristaps Porzingis,31650600
371,203939,Dwight Powell,11000000
372,1629619,Myles Powell,
373,1626181,Norman Powell,15517242
374,1630563,Joshua Primo,3946800
375,1627752,Taurean Prince,15057692
376,1630202,Payton Pritchard,2137440
377,1630243,Trevelin Queen,
378,1629674,Neemias Queta,
379,1630193,Immanuel Quickley,2210640
380,203944,Julius Randle,19800000
381,1630559,Austin Reaves,925258
382,1629629,Cam Reddish,4670160
383,1628432,Davon Reed,
384,1630194,Paul Reed,1517981
385,1629675,Naz Reid,1782621
386,1630208,Nick Richards,1517981
387,1626196,Josh Richardson,11600000
388,203085,Austin Rivers,2401537
389,1629130,Duncan Robinson,15560000
390,1629011,Mitchell Robinson,1802057
391,1630526,Jeremiah Robinson-Earl,2000000
392,1629676,Isaiah Roby,1782621
393,200765,Rajon Rondo,2641691
394,201565,Derrick Rose,13445120
395,203082,Terrence Ross,12500000
396,1626179,Terry Rozier,17905263
397,201937,Ricky Rubio,17809524
398,1626156,D'Angelo Russell,30013500
399,1630346,Matt Ryan,
400,1627734,Domantas Sabonis,18562500
401,203967,Dario Saric,9000000
402,203107,Tomas Satoransky,10468119
403,1630648,Jordan Schakel,
404,1629678,Admiral Schofield,
405,203471,Dennis Schroder,5890000
406,1630206,Jay Scrubb,
407,1630578,Alperen Sengun,3214680
408,1629012,Collin Sexton,6349671
409,1629013,Landry Shamet,3768342
410,1630549,Day'Ron Sharpe,2009040
411,1627783,Pascal Siakam,31320000
412,1627732,Ben Simmons,31590000
413,1630250,Marko Simonovic,925258
414,1629014,Anfernee Simons,3938818
415,1630579,Jericho Sims,
416,1630606,Javonte Smart,
417,203935,Marcus Smart,14339285
418,202397,Ish Smith,4500000
419,1630188,Jalen Smith,4458000
420,1630270,Xavier Sneed,1563518
421,203503,Tony Snell,2389641
422,1630531,Jaden Springer,2023800
423,203917,Nik Stauskas,
424,202362,Lance Stephenson,924730
425,1630205,Lamar Stevens,1517981
426,1630191,Isaiah Stewart,3277080
427,1629622,Max Strus,1669178
428,1630591,Jalen Suggs,6593040
429,1630256,Jae'Sean Tate,1517981
430,1628369,Jayson Tatum,28103550
431,1630678,Terry Taylor,
432,202066,Garrett Temple,4910000
433,1630179,Tyrell Terry,1517981
434,1628464,Daniel Theis,8372093
435,1630271,Brodric Thomas,
436,1630560,Cam Thomas,2036280
437,202738,Isaiah Thomas,
438,1629744,Matt Thomas,1669178
439,202691,Klay Thompson,37980720
440,202684,Tristan Thompson,9720900
441,1630550,JT Thor,1250000
442,1629680,Matisse Thybulle,2840160
443,1629681,Killian Tillie,2000000
444,1630214,Xavier Tillman,1517981
445,1630225,Isaiah Todd,1500000
446,1630167,Obi Toppin,5105160
447,1629308,Juan Toscano-Anderson,1701593
448,1626157,Karl-Anthony Towns,31610000
449,1629018,Gary Trent,16000000
450,200782,P.J. Tucker,7000000
451,1629730,Rayjon Tucker,
452,1626167,Myles Turner,18000000
453,202685,Jonas Valanciunas,14000000
454,1627832,Fred VanVleet,19675926
455,1629020,Jarred Vanderbilt,4259259
456,1630170,Devin Vassell,4235160
457,1629216,Gabe Vincent,1669178
458,202696,Nikola Vucevic,24000000
459,1629731,Dean Wade,1782621
460,1630532,Franz Wagner,5007840
461,1629021,Moritz Wagner,1729217
462,1630688,Ish Wainright,
463,202689,Kemba Walker,8729020
464,1629022,Lonnie Walker,4447896
465,202322,John Wall,44310840
466,203933,T.J. Warren,12690000
467,1629023,P.J. Washington,4215120
468,1630613,Duane Washington,
469,1629139,Yuta Watanabe,1762769
470,1630322,Lindy Waters,
471,1630570,Trendon Watford,260561
472,1629683,Quinndary Weatherspoon,
473,201566,Russell Westbrook,44211146
474,1629632,Coby White,5837760
475,1628401,Derrick White,15178571
476,202355,Hassan Whiteside,2401537
477,1630580,Joe Wieskamp,
478,1630598,Aaron Wiggins,1000000
479,203952,Andrew Wiggins,31579390
480,1629623,Lindell Wigginton,
481,1630314,Brandon Williams,
482,1629684,Grant Williams,2617800
483,1629026,Kenrich Williams,2000000
484,101150,Lou Williams,5000000
485,1630172,Patrick Williams,7422000
486,1630533,Ziaire Williams,4373160
487,1629057,Robert Williams,3661976
488,1629627,Zion Williamson,10733400
489,1629685,Dylan Windler,2239200
490,1626159,Justise Winslow,3902439
491,1630216,Cassius Winston,
492,1630164,James Wiseman,9166800
493,1626174,Christian Wood,13666667
494,1630218,Robert Woodard,1517981
495,1626153,Delon Wright,8526316
496,1630589,Moses Wright,
497,1630593,McKinley Wright,
498,1628221,Gabe York,
499,201152,Thaddeus Young,14190000
500,1629027,Trae Young,8326471
501,1630209,Omer Yurtseven,1489065
502,1627826,Ivica Zubac,7518518
